[2024-05-12 08:40:57] Options: Namespace(dataset='sp', learning_rate=0.0001, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[10000, 20000], num_test_tasks=10000, print_freq=8, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2, 3], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-12 08:40:57] Checkpoint Directory: checkpoint

[2024-05-12 08:41:12] Task [8/20010], Train Loss: 1.8726923, Train Accuracy: 0.7428572, Used Classes: [('GR_Idle',), ('GR_Bladder_neck_reconstruction',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 08:52:12] Task [448/20010], Train Loss: 1.7315738, Train Accuracy: 0.7500000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-12 08:52:24] Task [456/20010], Train Loss: 1.6719215, Train Accuracy: 0.8000000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Idle',), ('GR_Seminal_vesicle_dissection',), ('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-12 08:52:36] Task [464/20010], Train Loss: 1.3157905, Train Accuracy: 0.7750000, Used Classes: [('CA_Incision',), ('CA_Irrigation_and_aspiration',), ('CA_Phacoemulsificiation',), ('CA_Lens_implant_setting-up',), ('CA_Capsule_Polishing',)]
[2024-05-12 08:52:48] Task [472/20010], Train Loss: 1.8392576, Train Accuracy: 0.6875001, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-12 08:53:00] Task [480/20010], Train Loss: 1.7970071, Train Accuracy: 0.7875000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Hydrodissection',), ('CA_Tonifying_and_antibiotics',), ('CA_Rhexis',), ('CA_Incision',)]
[2024-05-12 08:53:12] Task [488/20010], Train Loss: 1.6477019, Train Accuracy: 0.7250000, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_reconstruction',)]
[2024-05-12 08:53:24] Task [496/20010], Train Loss: 0.9308559, Train Accuracy: 0.8000000, Used Classes: [('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 08:53:37] Task [504/20010], Train Loss: 1.2158542, Train Accuracy: 0.7625000, Used Classes: [('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_splenic_flexure',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_ascending_colon',), ('HC_Exception',)]
[2024-05-12 08:53:49] Task [512/20010], Train Loss: 2.3286076, Train Accuracy: 0.6750000, Used Classes: [('HC_Finalization_of_operation',), ('HC_Exception',), ('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-12 08:54:01] Task [520/20010], Train Loss: 1.7283660, Train Accuracy: 0.7250001, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 08:54:13] Task [528/20010], Train Loss: 1.9998496, Train Accuracy: 0.7250000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Rhexis',), ('CA_Viscous_agent_removal',), ('CA_Viscous_agent_injection',), ('CA_Capsule_Polishing',)]
[2024-05-12 08:54:25] Task [536/20010], Train Loss: 2.0267096, Train Accuracy: 0.6500000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Prostatic_pedicle_control',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-12 08:54:37] Task [544/20010], Train Loss: 1.1252519, Train Accuracy: 0.7375000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Incision',), ('CA_Capsule_Polishing',), ('CA_Rhexis',), ('CA_Lens_implant_setting-up',)]
[2024-05-12 08:54:49] Task [552/20010], Train Loss: 0.9903961, Train Accuracy: 0.7750000, Used Classes: [('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Finalization_of_operation',)]
[2024-05-12 08:55:01] Task [560/20010], Train Loss: 2.0523000, Train Accuracy: 0.6875000, Used Classes: [('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_injection',), ('CA_Lens_implant_setting-up',), ('CA_Incision',)]
[2024-05-12 08:55:13] Task [568/20010], Train Loss: 1.8899355, Train Accuracy: 0.7875001, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_splenic_flexure',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Creation_of_stoma',)]
[2024-05-12 08:55:25] Task [576/20010], Train Loss: 2.0689394, Train Accuracy: 0.6750000, Used Classes: [('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',), ('HC_Creation_of_stoma',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-12 08:55:37] Task [584/20010], Train Loss: 0.7633089, Train Accuracy: 0.7875000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Tonifying_and_antibiotics',), ('CA_Phacoemulsificiation',), ('CA_Hydrodissection',), ('CA_Incision',)]
[2024-05-12 08:55:50] Task [592/20010], Train Loss: 1.1230726, Train Accuracy: 0.7750000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Seminal_vesicle_dissection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 08:56:02] Task [600/20010], Train Loss: 2.1942966, Train Accuracy: 0.6750000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Phacoemulsificiation',), ('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Viscous_agent_injection',)]
[2024-05-12 08:56:14] Task [608/20010], Train Loss: 1.2848153, Train Accuracy: 0.7375000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',)]
[2024-05-12 08:56:26] Task [616/20010], Train Loss: 1.2394506, Train Accuracy: 0.8375000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',)]
[2024-05-12 08:56:38] Task [624/20010], Train Loss: 1.3396324, Train Accuracy: 0.7500000, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-12 08:56:50] Task [632/20010], Train Loss: 1.3024416, Train Accuracy: 0.7375000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_ascending_colon',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',)]
[2024-05-12 08:57:02] Task [640/20010], Train Loss: 1.2673047, Train Accuracy: 0.8375000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_injection',), ('CA_Hydrodissection',), ('CA_Irrigation_and_aspiration',)]
[2024-05-12 08:57:14] Task [648/20010], Train Loss: 2.4290099, Train Accuracy: 0.7750000, Used Classes: [('GR_Idle',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Bladder_neck_reconstruction',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-05-12 08:57:26] Task [656/20010], Train Loss: 2.0569983, Train Accuracy: 0.7250000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Hydrodissection',), ('CA_Rhexis',), ('CA_Incision',), ('CA_Irrigation_and_aspiration',)]
[2024-05-12 08:57:38] Task [664/20010], Train Loss: 2.1756921, Train Accuracy: 0.6750000, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_and_resection_of_the_rectum',)]
