[2024-05-12 18:56:26] Options: Namespace(dataset='sp', learning_rate=1e-05, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[100, 1000, 5000, 10000, 20000], num_test_tasks=10000, print_freq=8, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2, 3], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-12 18:56:26] Checkpoint Directory: checkpoint

[2024-05-12 18:56:42] Task [8/20010], Train Loss: 3.9376798, Train Accuracy: 0.6571428, Used Classes: [('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 18:58:54] Task [96/20010], Train Loss: 3.6333146, Train Accuracy: 0.6750000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-12 19:50:29] Task [100/20010], Test Accuracy: 65.7900013, Test Confidence: 0.4039483
[2024-05-12 19:50:35] Task [104/20010], Train Loss: 4.4259887, Train Accuracy: 0.5750000, Used Classes: [('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',)]
[2024-05-12 19:50:49] Task [112/20010], Train Loss: 4.7347240, Train Accuracy: 0.6750000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',)]
[2024-05-12 19:51:01] Task [120/20010], Train Loss: 3.8885407, Train Accuracy: 0.7000000, Used Classes: [('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Seminal_vesicle_dissection',), ('GR_Idle',)]
[2024-05-12 19:51:13] Task [128/20010], Train Loss: 4.3295655, Train Accuracy: 0.7125000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-12 19:51:25] Task [136/20010], Train Loss: 5.4540091, Train Accuracy: 0.6000000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_ascending_colon',)]
[2024-05-12 19:51:38] Task [144/20010], Train Loss: 2.4379563, Train Accuracy: 0.6625000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',)]
[2024-05-12 19:51:50] Task [152/20010], Train Loss: 2.6747341, Train Accuracy: 0.6500000, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-12 19:52:02] Task [160/20010], Train Loss: 5.8520417, Train Accuracy: 0.6375000, Used Classes: [('CA_Hydrodissection',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',), ('CA_Capsule_Polishing',)]
[2024-05-12 19:52:14] Task [168/20010], Train Loss: 2.2522738, Train Accuracy: 0.7000000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_reconstruction',), ('GR_Idle',)]
[2024-05-12 19:52:26] Task [176/20010], Train Loss: 2.1045790, Train Accuracy: 0.7375000, Used Classes: [('LH_Suturing',), ('LH_Preparation',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',)]
[2024-05-12 19:52:38] Task [184/20010], Train Loss: 3.1676049, Train Accuracy: 0.7000000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-12 19:52:50] Task [192/20010], Train Loss: 4.2104597, Train Accuracy: 0.6874999, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',)]
[2024-05-12 19:53:02] Task [200/20010], Train Loss: 3.1565888, Train Accuracy: 0.6000000, Used Classes: [('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_reconstruction',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-05-12 19:53:14] Task [208/20010], Train Loss: 3.3685029, Train Accuracy: 0.7000000, Used Classes: [('CA_Hydrodissection',), ('CA_Viscous_agent_injection',), ('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Rhexis',)]
[2024-05-12 19:53:26] Task [216/20010], Train Loss: 2.8124685, Train Accuracy: 0.6875001, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Finalization_of_operation',), ('HC_Exception',), ('HC_Mobilization_of_splenic_flexure',)]
[2024-05-12 19:53:38] Task [224/20010], Train Loss: 2.1201136, Train Accuracy: 0.6750000, Used Classes: [('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_ascending_colon',)]
[2024-05-12 19:53:50] Task [232/20010], Train Loss: 2.3875859, Train Accuracy: 0.6500000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-12 19:54:02] Task [240/20010], Train Loss: 3.4957776, Train Accuracy: 0.5750000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_transverse_colon',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-12 19:54:14] Task [248/20010], Train Loss: 1.7873441, Train Accuracy: 0.7000000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 19:54:26] Task [256/20010], Train Loss: 4.0403185, Train Accuracy: 0.6625000, Used Classes: [('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 19:54:38] Task [264/20010], Train Loss: 2.7514300, Train Accuracy: 0.6875000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Incision',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-12 19:54:50] Task [272/20010], Train Loss: 4.5889997, Train Accuracy: 0.5875000, Used Classes: [('HC_Exception',), ('HC_Mobilization_of_transverse_colon',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Finalization_of_operation',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-12 19:55:02] Task [280/20010], Train Loss: 3.6897180, Train Accuracy: 0.5375000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Washing',), ('LH_Transecting_the_Vagina',)]
[2024-05-12 19:55:14] Task [288/20010], Train Loss: 3.5607185, Train Accuracy: 0.5875000, Used Classes: [('CA_Incision',), ('CA_Capsule_Polishing',), ('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_injection',), ('CA_Viscous_agent_removal',)]
[2024-05-12 19:55:27] Task [296/20010], Train Loss: 3.4089568, Train Accuracy: 0.6875001, Used Classes: [('LH_Preparation',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Transecting_the_Vagina',)]
[2024-05-12 19:55:39] Task [304/20010], Train Loss: 2.7476025, Train Accuracy: 0.6625000, Used Classes: [('CA_Incision',), ('CA_Phacoemulsificiation',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',), ('CA_Hydrodissection',)]
[2024-05-12 19:55:51] Task [312/20010], Train Loss: 2.1962030, Train Accuracy: 0.7375000, Used Classes: [('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',)]
[2024-05-12 19:56:03] Task [320/20010], Train Loss: 2.5167484, Train Accuracy: 0.7125000, Used Classes: [('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_transverse_colon',)]
[2024-05-12 19:56:15] Task [328/20010], Train Loss: 3.1473441, Train Accuracy: 0.7500001, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Tonifying_and_antibiotics',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_injection',), ('CA_Hydrodissection',)]
[2024-05-12 19:56:27] Task [336/20010], Train Loss: 2.6511559, Train Accuracy: 0.7000000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Suturing',)]
[2024-05-12 19:56:39] Task [344/20010], Train Loss: 4.2827182, Train Accuracy: 0.5125000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Tonifying_and_antibiotics',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',)]
[2024-05-12 19:56:51] Task [352/20010], Train Loss: 2.9404843, Train Accuracy: 0.7125000, Used Classes: [('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',)]
[2024-05-12 19:57:03] Task [360/20010], Train Loss: 1.8403556, Train Accuracy: 0.7750000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Washing',)]
[2024-05-12 19:57:15] Task [368/20010], Train Loss: 3.2411675, Train Accuracy: 0.6125000, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',)]
[2024-05-12 19:57:27] Task [376/20010], Train Loss: 2.4076138, Train Accuracy: 0.7250000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Capsule_Polishing',), ('CA_Phacoemulsificiation',)]
[2024-05-12 19:57:40] Task [384/20010], Train Loss: 2.3678567, Train Accuracy: 0.7125000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Suturing',)]
[2024-05-12 19:57:52] Task [392/20010], Train Loss: 3.3748553, Train Accuracy: 0.6375000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-12 19:58:04] Task [400/20010], Train Loss: 2.9219532, Train Accuracy: 0.6500000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',)]
[2024-05-12 19:58:16] Task [408/20010], Train Loss: 3.5740101, Train Accuracy: 0.7250000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-12 19:58:28] Task [416/20010], Train Loss: 2.2511451, Train Accuracy: 0.7500000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Prostatic_pedicle_control',)]
[2024-05-12 19:58:40] Task [424/20010], Train Loss: 3.7785623, Train Accuracy: 0.6249999, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Exception',)]
[2024-05-12 19:58:52] Task [432/20010], Train Loss: 3.7641737, Train Accuracy: 0.6375000, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Bladder_neck_reconstruction',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-12 19:59:04] Task [440/20010], Train Loss: 4.1251435, Train Accuracy: 0.6000000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Capsule_Polishing',), ('CA_Phacoemulsificiation',), ('CA_Viscous_agent_injection',)]
[2024-05-12 19:59:16] Task [448/20010], Train Loss: 2.1338301, Train Accuracy: 0.7375000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 19:59:28] Task [456/20010], Train Loss: 3.8180573, Train Accuracy: 0.6625000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Mobilization_of_transverse_colon',), ('HC_Finalization_of_operation',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Creation_of_stoma',)]
[2024-05-12 19:59:40] Task [464/20010], Train Loss: 3.1735208, Train Accuracy: 0.6250000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',)]
[2024-05-12 19:59:52] Task [472/20010], Train Loss: 3.6046052, Train Accuracy: 0.6750000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Incision',), ('CA_Irrigation_and_aspiration',), ('CA_Capsule_Polishing',), ('CA_Hydrodissection',)]
[2024-05-12 20:00:04] Task [480/20010], Train Loss: 4.3825908, Train Accuracy: 0.5375000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Creation_of_stoma',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Finalization_of_operation',)]
[2024-05-12 20:00:16] Task [488/20010], Train Loss: 5.7260103, Train Accuracy: 0.5750000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Lens_implant_setting-up',), ('CA_Irrigation_and_aspiration',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',)]
[2024-05-12 20:00:28] Task [496/20010], Train Loss: 3.4463272, Train Accuracy: 0.6750000, Used Classes: [('CA_Incision',), ('CA_Viscous_agent_injection',), ('CA_Lens_implant_setting-up',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_removal',)]
[2024-05-12 20:00:40] Task [504/20010], Train Loss: 4.3694105, Train Accuracy: 0.7000000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_ascending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',)]
[2024-05-12 20:00:52] Task [512/20010], Train Loss: 3.2550130, Train Accuracy: 0.6750000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Creation_of_stoma',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-12 20:01:04] Task [520/20010], Train Loss: 1.9319831, Train Accuracy: 0.7625000, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Creation_of_stoma',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-12 20:01:17] Task [528/20010], Train Loss: 2.5227711, Train Accuracy: 0.8000001, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Idle',), ('GR_Prostatic_pedicle_control',)]
[2024-05-12 20:01:29] Task [536/20010], Train Loss: 1.4348047, Train Accuracy: 0.7750000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-12 20:01:41] Task [544/20010], Train Loss: 3.6099608, Train Accuracy: 0.7000000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Prostatic_pedicle_control',)]
[2024-05-12 20:01:53] Task [552/20010], Train Loss: 2.5339103, Train Accuracy: 0.6875000, Used Classes: [('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Washing',)]
[2024-05-12 20:02:05] Task [560/20010], Train Loss: 3.1489406, Train Accuracy: 0.6750000, Used Classes: [('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Washing',)]
[2024-05-12 20:02:17] Task [568/20010], Train Loss: 4.7832174, Train Accuracy: 0.6250000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-12 20:02:29] Task [576/20010], Train Loss: 2.4707153, Train Accuracy: 0.7250000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',)]
[2024-05-12 20:02:41] Task [584/20010], Train Loss: 2.3797839, Train Accuracy: 0.6875000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Incision',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',), ('CA_Viscous_agent_removal',)]
[2024-05-12 20:02:53] Task [592/20010], Train Loss: 4.7614503, Train Accuracy: 0.6375000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 20:03:05] Task [600/20010], Train Loss: 5.7451243, Train Accuracy: 0.5375000, Used Classes: [('LH_Preparation',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 20:03:17] Task [608/20010], Train Loss: 2.5674634, Train Accuracy: 0.6000000, Used Classes: [('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',)]
[2024-05-12 20:03:29] Task [616/20010], Train Loss: 2.5177777, Train Accuracy: 0.6875000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Preparation',)]
[2024-05-12 20:03:41] Task [624/20010], Train Loss: 3.8160439, Train Accuracy: 0.6250000, Used Classes: [('HC_Creation_of_stoma',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Exception',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_ascending_colon',)]
[2024-05-12 20:03:53] Task [632/20010], Train Loss: 3.6429396, Train Accuracy: 0.6250000, Used Classes: [('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Suturing',)]
[2024-05-12 20:04:05] Task [640/20010], Train Loss: 2.6951425, Train Accuracy: 0.7625000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_reconstruction',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Idle',)]
[2024-05-12 20:04:17] Task [648/20010], Train Loss: 2.9146895, Train Accuracy: 0.6125000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Mobilization_of_ascending_colon',), ('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Finalization_of_operation',)]
[2024-05-12 20:04:29] Task [656/20010], Train Loss: 2.6051073, Train Accuracy: 0.6500000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',)]
