[2024-05-05 18:50:21] Options: Namespace(dataset='sp', learning_rate=0.0001, tasks_per_batch=16, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[10000], num_test_tasks=10000, print_freq=16, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2], scratch='', num_gpus=1, debug_loader=False, split=3, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-05 18:50:21] Checkpoint Directory: checkpoint

[2024-05-05 18:50:32] Task [16/20010], Train Loss: 1.7623099, Train Accuracy: 0.6199999, Used Classes: [('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-05 18:52:06] Task [192/20010], Train Loss: 1.4113467, Train Accuracy: 0.6937500, Used Classes: [('HC_Dissection_and_resection_of_the_rectum',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_ascending_colon',)]
[2024-05-05 18:52:16] Task [208/20010], Train Loss: 1.1798292, Train Accuracy: 0.6937500, Used Classes: [('HCH_Galbladder_Dissection',), ('HCH_Galbladder_Retraction',), ('HCH_Cleaning_Coagulation',), ('HCH_Preparation',), ('HCH_Galbladder_Packaging',)]
[2024-05-05 18:52:25] Task [224/20010], Train Loss: 1.3519782, Train Accuracy: 0.6375000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',)]
[2024-05-05 18:52:34] Task [240/20010], Train Loss: 2.3563976, Train Accuracy: 0.6187500, Used Classes: [('M2_Trocar_Placement',), ('M2_Gallbladder_Packaging',), ('M2_Clipping_Cutting',), ('M2_Calot_Triangle_Dissection',), ('M2_Cleaning_Coagulation',)]
[2024-05-05 18:52:43] Task [256/20010], Train Loss: 1.3558196, Train Accuracy: 0.6812500, Used Classes: [('M2_Gallbladder_Retraction',), ('M2_Preparation',), ('M2_Gallbladder_Dissection',), ('M2_Clipping_Cutting',), ('M2_Trocar_Placement',)]
[2024-05-05 18:52:51] Task [272/20010], Train Loss: 1.5548168, Train Accuracy: 0.6750000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Phacoemulsificiation',), ('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',), ('CA_Lens_implant_setting-up',)]
[2024-05-05 18:53:00] Task [288/20010], Train Loss: 1.6897047, Train Accuracy: 0.6062500, Used Classes: [('M2_Gallbladder_Packaging',), ('M2_Trocar_Placement',), ('M2_Calot_Triangle_Dissection',), ('M2_Preparation',), ('M2_Cleaning_Coagulation',)]
[2024-05-05 18:53:09] Task [304/20010], Train Loss: 1.6219209, Train Accuracy: 0.6437500, Used Classes: [('CA_Incision',), ('CA_Lens_implant_setting-up',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',), ('CA_Phacoemulsificiation',)]
[2024-05-05 18:53:18] Task [320/20010], Train Loss: 1.1921114, Train Accuracy: 0.6750001, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Prostatic_pedicle_control',)]
[2024-05-05 18:53:28] Task [336/20010], Train Loss: 1.0784254, Train Accuracy: 0.7187500, Used Classes: [('M2_Gallbladder_Packaging',), ('M2_Gallbladder_Retraction',), ('M2_Cleaning_Coagulation',), ('M2_Clipping_Cutting',), ('M2_Trocar_Placement',)]
[2024-05-05 18:53:36] Task [352/20010], Train Loss: 1.4869108, Train Accuracy: 0.6187500, Used Classes: [('HCH_Cleaning_Coagulation',), ('HCH_Preparation',), ('HCH_Clipping_Cutting',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Packaging',)]
[2024-05-05 18:53:47] Task [368/20010], Train Loss: 1.3562670, Train Accuracy: 0.7000000, Used Classes: [('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Washing',)]
[2024-05-05 18:53:56] Task [384/20010], Train Loss: 1.6522675, Train Accuracy: 0.6437500, Used Classes: [('HCH_Clipping_Cutting',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Retraction',), ('HCH_Galbladder_Packaging',), ('HCH_Preparation',)]
[2024-05-05 18:54:04] Task [400/20010], Train Loss: 1.0828069, Train Accuracy: 0.6937500, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-05 18:54:12] Task [416/20010], Train Loss: 1.4866798, Train Accuracy: 0.6062500, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Creation_of_stoma',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-05 18:54:21] Task [432/20010], Train Loss: 1.5543087, Train Accuracy: 0.6500000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_transverse_colon',)]
[2024-05-05 18:54:29] Task [448/20010], Train Loss: 1.5766261, Train Accuracy: 0.6437500, Used Classes: [('M2_Trocar_Placement',), ('M2_Gallbladder_Packaging',), ('M2_Clipping_Cutting',), ('M2_Cleaning_Coagulation',), ('M2_Gallbladder_Retraction',)]
[2024-05-05 18:54:37] Task [464/20010], Train Loss: 1.3810420, Train Accuracy: 0.6375000, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Cleaning_Coagulation',), ('HCH_Clipping_Cutting',), ('HCH_Preparation',), ('HCH_Galbladder_Dissection',)]
[2024-05-05 18:54:45] Task [480/20010], Train Loss: 1.4272299, Train Accuracy: 0.5687500, Used Classes: [('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Packaging',), ('HCH_Galbladder_Retraction',), ('HCH_Galbladder_Dissection',), ('HCH_Calot_Triangle_Dissection',)]
[2024-05-05 18:54:54] Task [496/20010], Train Loss: 0.9504893, Train Accuracy: 0.6937500, Used Classes: [('LH_Preparation',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',)]
[2024-05-05 18:55:03] Task [512/20010], Train Loss: 1.0201492, Train Accuracy: 0.7000000, Used Classes: [('M2_Cleaning_Coagulation',), ('M2_Trocar_Placement',), ('M2_Gallbladder_Retraction',), ('M2_Clipping_Cutting',), ('M2_Gallbladder_Packaging',)]
[2024-05-05 18:55:11] Task [528/20010], Train Loss: 1.1713912, Train Accuracy: 0.6375000, Used Classes: [('M2_Cleaning_Coagulation',), ('M2_Clipping_Cutting',), ('M2_Trocar_Placement',), ('M2_Gallbladder_Retraction',), ('M2_Gallbladder_Packaging',)]
[2024-05-05 18:55:21] Task [544/20010], Train Loss: 1.4819615, Train Accuracy: 0.6500000, Used Classes: [('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',)]
[2024-05-05 18:55:29] Task [560/20010], Train Loss: 0.7897297, Train Accuracy: 0.7312500, Used Classes: [('HCH_Cleaning_Coagulation',), ('HCH_Preparation',), ('HCH_Galbladder_Dissection',), ('HCH_Galbladder_Packaging',), ('HCH_Calot_Triangle_Dissection',)]
[2024-05-05 18:55:38] Task [576/20010], Train Loss: 0.9772769, Train Accuracy: 0.7375000, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Preparation',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Dissection',)]
[2024-05-05 18:55:47] Task [592/20010], Train Loss: 1.0806384, Train Accuracy: 0.6625000, Used Classes: [('HCH_Galbladder_Retraction',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Packaging',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Dissection',)]
[2024-05-05 18:55:55] Task [608/20010], Train Loss: 1.3021505, Train Accuracy: 0.6437500, Used Classes: [('M2_Preparation',), ('M2_Clipping_Cutting',), ('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Packaging',), ('M2_Gallbladder_Retraction',)]
[2024-05-05 18:56:03] Task [624/20010], Train Loss: 1.4200292, Train Accuracy: 0.6687500, Used Classes: [('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Specimen_Removal',)]
[2024-05-05 18:56:11] Task [640/20010], Train Loss: 1.2584505, Train Accuracy: 0.6687499, Used Classes: [('HC_Creation_of_stoma',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_transverse_colon',)]
[2024-05-05 18:56:20] Task [656/20010], Train Loss: 0.9802350, Train Accuracy: 0.7437500, Used Classes: [('M2_Gallbladder_Dissection',), ('M2_Preparation',), ('M2_Gallbladder_Retraction',), ('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Packaging',)]
[2024-05-05 18:56:28] Task [672/20010], Train Loss: 1.5077612, Train Accuracy: 0.6437500, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Incision',), ('CA_Viscous_agent_injection',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-05 18:56:36] Task [688/20010], Train Loss: 0.9095699, Train Accuracy: 0.7375001, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',), ('LH_Specimen_Removal',), ('LH_Suturing',)]
[2024-05-05 18:56:44] Task [704/20010], Train Loss: 1.3171827, Train Accuracy: 0.6687500, Used Classes: [('HC_Finalization_of_operation',), ('HC_Mobilization_of_splenic_flexure',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-05 18:56:53] Task [720/20010], Train Loss: 1.4224980, Train Accuracy: 0.6062500, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Creation_of_stoma',), ('HC_Finalization_of_operation',)]
[2024-05-05 18:57:05] Task [736/20010], Train Loss: 0.7699234, Train Accuracy: 0.7437500, Used Classes: [('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-05 18:57:15] Task [752/20010], Train Loss: 1.1683885, Train Accuracy: 0.6937500, Used Classes: [('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Dissection',), ('M2_Gallbladder_Packaging',), ('M2_Preparation',), ('M2_Clipping_Cutting',)]
[2024-05-05 18:57:23] Task [768/20010], Train Loss: 1.0858250, Train Accuracy: 0.6750000, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_transverse_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_ascending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-05 18:57:32] Task [784/20010], Train Loss: 0.8429939, Train Accuracy: 0.7687500, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Washing',), ('LH_Preparation',)]
[2024-05-05 18:57:40] Task [800/20010], Train Loss: 0.9680437, Train Accuracy: 0.7000000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-05 18:57:48] Task [816/20010], Train Loss: 0.9132519, Train Accuracy: 0.7500000, Used Classes: [('CA_Hydrodissection',), ('CA_Viscous_agent_injection',), ('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Incision',)]
[2024-05-05 18:57:57] Task [832/20010], Train Loss: 1.8409967, Train Accuracy: 0.7000000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Lens_implant_setting-up',), ('CA_Capsule_Polishing',), ('CA_Phacoemulsificiation',), ('CA_Viscous_agent_injection',)]
[2024-05-05 18:58:05] Task [848/20010], Train Loss: 1.3548009, Train Accuracy: 0.6812500, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_ascending_colon',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-05 18:58:13] Task [864/20010], Train Loss: 0.8648999, Train Accuracy: 0.7437500, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Rhexis',), ('CA_Lens_implant_setting-up',), ('CA_Phacoemulsificiation',)]
[2024-05-05 18:58:21] Task [880/20010], Train Loss: 1.3528064, Train Accuracy: 0.6250000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Lens_implant_setting-up',), ('CA_Capsule_Polishing',), ('CA_Incision',), ('CA_Phacoemulsificiation',)]
[2024-05-05 18:58:30] Task [896/20010], Train Loss: 1.0780813, Train Accuracy: 0.6750000, Used Classes: [('M2_Gallbladder_Dissection',), ('M2_Gallbladder_Retraction',), ('M2_Calot_Triangle_Dissection',), ('M2_Preparation',), ('M2_Cleaning_Coagulation',)]
[2024-05-05 18:58:41] Task [912/20010], Train Loss: 0.9261551, Train Accuracy: 0.7250000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-05 18:58:50] Task [928/20010], Train Loss: 0.7121240, Train Accuracy: 0.7312500, Used Classes: [('GR_Idle',), ('GR_Bladder_neck_reconstruction',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-05 18:59:00] Task [944/20010], Train Loss: 0.9163704, Train Accuracy: 0.6937500, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-05 18:59:08] Task [960/20010], Train Loss: 0.7384650, Train Accuracy: 0.7687500, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_ascending_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-05 18:59:16] Task [976/20010], Train Loss: 0.7064219, Train Accuracy: 0.7250000, Used Classes: [('M2_Calot_Triangle_Dissection',), ('M2_Preparation',), ('M2_Trocar_Placement',), ('M2_Gallbladder_Retraction',), ('M2_Gallbladder_Dissection',)]
[2024-05-05 18:59:26] Task [992/20010], Train Loss: 1.0024091, Train Accuracy: 0.6750000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Hydrodissection',), ('CA_Viscous_agent_removal',), ('CA_Viscous_agent_injection',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-05 18:59:34] Task [1008/20010], Train Loss: 1.0154312, Train Accuracy: 0.6999999, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Preparation',)]
[2024-05-05 18:59:43] Task [1024/20010], Train Loss: 0.9156392, Train Accuracy: 0.7125000, Used Classes: [('M2_Calot_Triangle_Dissection',), ('M2_Cleaning_Coagulation',), ('M2_Gallbladder_Dissection',), ('M2_Gallbladder_Retraction',), ('M2_Clipping_Cutting',)]
[2024-05-05 18:59:51] Task [1040/20010], Train Loss: 1.1848855, Train Accuracy: 0.6750000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Lens_implant_setting-up',), ('CA_Irrigation_and_aspiration',), ('CA_Incision',)]
[2024-05-05 19:00:00] Task [1056/20010], Train Loss: 0.8619280, Train Accuracy: 0.7250000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Suturing',)]
[2024-05-05 19:00:09] Task [1072/20010], Train Loss: 0.7938571, Train Accuracy: 0.7375000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-05 19:00:19] Task [1088/20010], Train Loss: 0.4855707, Train Accuracy: 0.7750000, Used Classes: [('HCH_Cleaning_Coagulation',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Packaging',), ('HCH_Galbladder_Dissection',), ('HCH_Clipping_Cutting',)]
[2024-05-05 19:00:29] Task [1104/20010], Train Loss: 0.9511312, Train Accuracy: 0.6937500, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Idle',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',)]
[2024-05-05 19:00:37] Task [1120/20010], Train Loss: 0.9390189, Train Accuracy: 0.5937499, Used Classes: [('HCH_Preparation',), ('HCH_Clipping_Cutting',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Packaging',)]
[2024-05-05 19:00:45] Task [1136/20010], Train Loss: 0.9658993, Train Accuracy: 0.7062500, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Preparation',), ('HCH_Clipping_Cutting',), ('HCH_Galbladder_Retraction',), ('HCH_Cleaning_Coagulation',)]
[2024-05-05 19:00:54] Task [1152/20010], Train Loss: 0.9055461, Train Accuracy: 0.7187500, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-05 19:01:02] Task [1168/20010], Train Loss: 0.9270154, Train Accuracy: 0.7062500, Used Classes: [('M2_Cleaning_Coagulation',), ('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Packaging',), ('M2_Clipping_Cutting',), ('M2_Gallbladder_Dissection',)]
[2024-05-05 19:01:13] Task [1184/20010], Train Loss: 0.8384414, Train Accuracy: 0.7937500, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-05 19:01:23] Task [1200/20010], Train Loss: 1.1963956, Train Accuracy: 0.6937500, Used Classes: [('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Packaging',), ('HCH_Galbladder_Retraction',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Dissection',)]
[2024-05-05 19:01:31] Task [1216/20010], Train Loss: 0.6466815, Train Accuracy: 0.7375000, Used Classes: [('CA_Rhexis',), ('CA_Viscous_agent_injection',), ('CA_Capsule_Polishing',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',)]
[2024-05-05 19:01:40] Task [1232/20010], Train Loss: 0.9533283, Train Accuracy: 0.6625000, Used Classes: [('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-05 19:01:49] Task [1248/20010], Train Loss: 0.9427106, Train Accuracy: 0.7375001, Used Classes: [('CA_Rhexis',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',), ('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',)]
[2024-05-05 19:01:59] Task [1264/20010], Train Loss: 0.6512917, Train Accuracy: 0.7562500, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Retraction',), ('HCH_Cleaning_Coagulation',), ('HCH_Preparation',)]
[2024-05-05 19:02:07] Task [1280/20010], Train Loss: 0.7102998, Train Accuracy: 0.6750000, Used Classes: [('HC_Exception',), ('HC_Finalization_of_operation',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-05 19:02:15] Task [1296/20010], Train Loss: 0.6848615, Train Accuracy: 0.7500001, Used Classes: [('M2_Gallbladder_Packaging',), ('M2_Calot_Triangle_Dissection',), ('M2_Preparation',), ('M2_Gallbladder_Dissection',), ('M2_Trocar_Placement',)]
[2024-05-05 19:02:25] Task [1312/20010], Train Loss: 0.9908146, Train Accuracy: 0.6750000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Creation_of_stoma',)]
[2024-05-05 19:02:33] Task [1328/20010], Train Loss: 0.8426549, Train Accuracy: 0.7687500, Used Classes: [('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',)]
[2024-05-05 19:02:41] Task [1344/20010], Train Loss: 0.6735300, Train Accuracy: 0.7187500, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Creation_of_stoma',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-05 19:02:52] Task [1360/20010], Train Loss: 0.6632140, Train Accuracy: 0.8000001, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Clipping_Cutting',), ('HCH_Preparation',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Cleaning_Coagulation',)]
