[2024-05-11 17:44:46] Options: Namespace(dataset='sp', learning_rate=1e-05, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[10000], num_test_tasks=10000, print_freq=8, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2, 3], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-11 17:44:46] Checkpoint Directory: checkpoint

[2024-05-11 17:45:00] Task [8/20010], Train Loss: 3.0549252, Train Accuracy: 0.6999999, Used Classes: [('LH_Specimen_Removal',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Transecting_the_Vagina',)]
[2024-05-11 17:47:12] Task [96/20010], Train Loss: 1.2755944, Train Accuracy: 0.7750000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Seminal_vesicle_dissection',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Prostatic_pedicle_control',)]
[2024-05-11 17:47:24] Task [104/20010], Train Loss: 4.7107897, Train Accuracy: 0.6250000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_splenic_flexure',)]
[2024-05-11 17:47:36] Task [112/20010], Train Loss: 2.1555758, Train Accuracy: 0.7250000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Tonifying_and_antibiotics',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',)]
[2024-05-11 17:47:48] Task [120/20010], Train Loss: 4.9392200, Train Accuracy: 0.5625000, Used Classes: [('CA_Hydrodissection',), ('CA_Irrigation_and_aspiration',), ('CA_Incision',), ('CA_Lens_implant_setting-up',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-11 17:48:00] Task [128/20010], Train Loss: 3.4527998, Train Accuracy: 0.5625000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Hydrodissection',)]
[2024-05-11 17:48:12] Task [136/20010], Train Loss: 4.7793746, Train Accuracy: 0.5500000, Used Classes: [('HC_Exception',), ('HC_Mobilization_of_ascending_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-11 17:48:24] Task [144/20010], Train Loss: 5.6979084, Train Accuracy: 0.6125000, Used Classes: [('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-11 17:48:36] Task [152/20010], Train Loss: 3.4913547, Train Accuracy: 0.6250000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-11 17:48:48] Task [160/20010], Train Loss: 2.5391963, Train Accuracy: 0.6625000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Suturing',)]
[2024-05-11 17:49:00] Task [168/20010], Train Loss: 6.1737914, Train Accuracy: 0.7125000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_injection',), ('CA_Rhexis',), ('CA_Capsule_Polishing',)]
[2024-05-11 17:49:12] Task [176/20010], Train Loss: 2.8444798, Train Accuracy: 0.7000000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Prostatic_pedicle_control',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Bladder_neck_reconstruction',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-11 17:49:24] Task [184/20010], Train Loss: 3.6383059, Train Accuracy: 0.6375000, Used Classes: [('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-11 17:49:36] Task [192/20010], Train Loss: 3.0432792, Train Accuracy: 0.6375000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-11 17:49:48] Task [200/20010], Train Loss: 5.0209813, Train Accuracy: 0.6500000, Used Classes: [('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',)]
[2024-05-11 17:50:00] Task [208/20010], Train Loss: 2.9316087, Train Accuracy: 0.6625000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',), ('CA_Lens_implant_setting-up',), ('CA_Hydrodissection',)]
[2024-05-11 17:50:12] Task [216/20010], Train Loss: 4.5095391, Train Accuracy: 0.5875000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Idle',), ('GR_Seminal_vesicle_dissection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-11 17:50:24] Task [224/20010], Train Loss: 6.1834860, Train Accuracy: 0.5375000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Seminal_vesicle_dissection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-11 17:50:36] Task [232/20010], Train Loss: 1.7822886, Train Accuracy: 0.6875000, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Creation_of_stoma',)]
[2024-05-11 17:50:48] Task [240/20010], Train Loss: 2.9314220, Train Accuracy: 0.6875000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Prostatic_pedicle_control',), ('GR_Idle',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-11 17:51:00] Task [248/20010], Train Loss: 4.7979679, Train Accuracy: 0.6125001, Used Classes: [('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Finalization_of_operation',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Creation_of_stoma',)]
[2024-05-11 17:51:12] Task [256/20010], Train Loss: 2.4201882, Train Accuracy: 0.6500000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Viscous_agent_injection',), ('CA_Hydrodissection',), ('CA_Rhexis',)]
[2024-05-11 17:51:24] Task [264/20010], Train Loss: 3.8233562, Train Accuracy: 0.6500000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Finalization_of_operation',)]
[2024-05-11 17:51:36] Task [272/20010], Train Loss: 2.9152150, Train Accuracy: 0.6500000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',)]
[2024-05-11 17:51:48] Task [280/20010], Train Loss: 2.5820179, Train Accuracy: 0.7000000, Used Classes: [('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Finalization_of_operation',)]
[2024-05-11 17:52:00] Task [288/20010], Train Loss: 3.6944938, Train Accuracy: 0.5500001, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Lens_implant_setting-up',), ('CA_Phacoemulsificiation',), ('CA_Viscous_agent_removal',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-11 17:52:12] Task [296/20010], Train Loss: 7.1027203, Train Accuracy: 0.5375000, Used Classes: [('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Viscous_agent_injection',)]
[2024-05-11 17:52:24] Task [304/20010], Train Loss: 3.4460738, Train Accuracy: 0.6250000, Used Classes: [('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_transverse_colon',)]
[2024-05-11 17:52:36] Task [312/20010], Train Loss: 3.9237485, Train Accuracy: 0.6500000, Used Classes: [('HC_Exception',), ('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-11 17:52:48] Task [320/20010], Train Loss: 3.4602940, Train Accuracy: 0.6375000, Used Classes: [('CA_Phacoemulsificiation',), ('CA_Incision',), ('CA_Viscous_agent_removal',), ('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_injection',)]
[2024-05-11 17:53:00] Task [328/20010], Train Loss: 2.4597273, Train Accuracy: 0.6875000, Used Classes: [('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',)]
[2024-05-11 17:53:12] Task [336/20010], Train Loss: 2.7330842, Train Accuracy: 0.6750000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Creation_of_stoma',), ('HC_Finalization_of_operation',)]
[2024-05-11 17:53:24] Task [344/20010], Train Loss: 3.8486657, Train Accuracy: 0.6875001, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_reconstruction',), ('GR_Seminal_vesicle_dissection',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-11 17:53:37] Task [352/20010], Train Loss: 2.1506674, Train Accuracy: 0.6375000, Used Classes: [('LH_Suturing',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-11 17:53:49] Task [360/20010], Train Loss: 3.2479000, Train Accuracy: 0.6750001, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Phacoemulsificiation',)]
[2024-05-11 17:54:01] Task [368/20010], Train Loss: 2.7134941, Train Accuracy: 0.6875000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Prostatic_pedicle_control',)]
[2024-05-11 17:54:13] Task [376/20010], Train Loss: 2.3783417, Train Accuracy: 0.7375000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Idle',), ('GR_Prostatic_pedicle_control',)]
[2024-05-11 17:54:25] Task [384/20010], Train Loss: 3.8304243, Train Accuracy: 0.6500000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Idle',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-11 17:54:37] Task [392/20010], Train Loss: 3.2730298, Train Accuracy: 0.6875000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-11 17:54:49] Task [400/20010], Train Loss: 2.2147946, Train Accuracy: 0.7375001, Used Classes: [('HC_Dissection_and_resection_of_the_rectum',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Creation_of_stoma',)]
[2024-05-11 17:55:01] Task [408/20010], Train Loss: 4.2193751, Train Accuracy: 0.5500000, Used Classes: [('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Finalization_of_operation',), ('HC_Creation_of_stoma',), ('HC_Exception',)]
[2024-05-11 17:55:13] Task [416/20010], Train Loss: 4.3614779, Train Accuracy: 0.6000000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Exception',), ('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-11 17:55:25] Task [424/20010], Train Loss: 4.2940960, Train Accuracy: 0.6375000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Bladder_neck_reconstruction',), ('GR_Seminal_vesicle_dissection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-11 17:55:37] Task [432/20010], Train Loss: 2.5678132, Train Accuracy: 0.6874999, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Tonifying_and_antibiotics',), ('CA_Capsule_Polishing',), ('CA_Rhexis',)]
[2024-05-11 17:55:49] Task [440/20010], Train Loss: 1.8506435, Train Accuracy: 0.7500001, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-11 17:56:01] Task [448/20010], Train Loss: 3.8730679, Train Accuracy: 0.5625001, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-11 17:56:13] Task [456/20010], Train Loss: 3.1232545, Train Accuracy: 0.6750000, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Seminal_vesicle_dissection',), ('GR_Idle',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-11 17:56:25] Task [464/20010], Train Loss: 2.5440183, Train Accuracy: 0.6000000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',), ('CA_Capsule_Polishing',)]
[2024-05-11 17:56:37] Task [472/20010], Train Loss: 3.4884648, Train Accuracy: 0.5250000, Used Classes: [('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',)]
[2024-05-11 17:56:49] Task [480/20010], Train Loss: 2.0383611, Train Accuracy: 0.6875000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_injection',)]
[2024-05-11 17:57:01] Task [488/20010], Train Loss: 2.9829273, Train Accuracy: 0.6750000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Lens_implant_setting-up',), ('CA_Hydrodissection',)]
[2024-05-11 17:57:14] Task [496/20010], Train Loss: 2.0810683, Train Accuracy: 0.7375000, Used Classes: [('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Bladder_neck_reconstruction',)]
[2024-05-11 17:57:26] Task [504/20010], Train Loss: 3.8986759, Train Accuracy: 0.5750000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Specimen_Removal',), ('LH_Washing',)]
[2024-05-11 17:57:38] Task [512/20010], Train Loss: 3.3404958, Train Accuracy: 0.6000001, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Seminal_vesicle_dissection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Idle',)]
[2024-05-11 17:57:50] Task [520/20010], Train Loss: 1.9285033, Train Accuracy: 0.6750000, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Prostatic_pedicle_control',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-11 17:58:02] Task [528/20010], Train Loss: 4.7634444, Train Accuracy: 0.5250000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Finalization_of_operation',), ('HC_Creation_of_stoma',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-11 17:58:14] Task [536/20010], Train Loss: 3.3561716, Train Accuracy: 0.6125000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Preparation',)]
[2024-05-11 17:58:26] Task [544/20010], Train Loss: 2.5151265, Train Accuracy: 0.7500000, Used Classes: [('CA_Phacoemulsificiation',), ('CA_Viscous_agent_removal',), ('CA_Viscous_agent_injection',), ('CA_Incision',), ('CA_Irrigation_and_aspiration',)]
[2024-05-11 17:58:38] Task [552/20010], Train Loss: 3.9336996, Train Accuracy: 0.5375001, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Idle',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-11 17:58:50] Task [560/20010], Train Loss: 2.7129464, Train Accuracy: 0.6000000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-11 17:59:01] Task [568/20010], Train Loss: 4.1233726, Train Accuracy: 0.5625000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Suturing',)]
[2024-05-11 17:59:13] Task [576/20010], Train Loss: 4.2484026, Train Accuracy: 0.6000000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-11 17:59:26] Task [584/20010], Train Loss: 1.9707929, Train Accuracy: 0.7625000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-11 17:59:38] Task [592/20010], Train Loss: 4.8254523, Train Accuracy: 0.6250000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Suturing',)]
[2024-05-11 17:59:50] Task [600/20010], Train Loss: 2.5798848, Train Accuracy: 0.6500000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Lens_implant_setting-up',), ('CA_Capsule_Polishing',), ('CA_Rhexis',), ('CA_Incision',)]
[2024-05-11 18:00:02] Task [608/20010], Train Loss: 4.3878841, Train Accuracy: 0.6625000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',)]
[2024-05-11 18:00:14] Task [616/20010], Train Loss: 2.5551898, Train Accuracy: 0.6625000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-11 18:00:26] Task [624/20010], Train Loss: 2.2205174, Train Accuracy: 0.7125000, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_ascending_colon',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-11 18:00:38] Task [632/20010], Train Loss: 2.9085584, Train Accuracy: 0.6500000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Idle',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-11 18:00:50] Task [640/20010], Train Loss: 3.0728755, Train Accuracy: 0.6250001, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_removal',), ('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',)]
[2024-05-11 18:01:02] Task [648/20010], Train Loss: 2.7929730, Train Accuracy: 0.5875000, Used Classes: [('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-11 18:01:14] Task [656/20010], Train Loss: 4.1542215, Train Accuracy: 0.5875000, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_ascending_colon',)]
