[2024-04-28 17:15:35] Options: Namespace(dataset='sp', learning_rate=0.001, tasks_per_batch=16, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=10001, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[100, 1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 9000, 10000], num_test_tasks=10, print_freq=10, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=1000, img_size=224, temp_set=[2], scratch='', num_gpus=1, debug_loader=False, split=3, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-04-28 17:15:35] Checkpoint Directory: checkpoint

[2024-04-28 17:16:15] Task [10/10001], Train Loss: 2.1752293, Train Accuracy: 0.6444444, Used Classes: [('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-04-28 17:23:16] Task [290/10001], Train Loss: 0.5682730, Train Accuracy: 0.7900001, Used Classes: [('HCH_Preparation',), ('HCH_Galbladder_Retraction',), ('HCH_Galbladder_Packaging',), ('HCH_Cleaning_Coagulation',), ('HCH_Calot_Triangle_Dissection',)]
[2024-04-28 17:23:23] Task [300/10001], Train Loss: 0.8729299, Train Accuracy: 0.6600000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Mobilization_of_ascending_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',)]
[2024-04-28 17:23:33] Task [310/10001], Train Loss: 0.5470173, Train Accuracy: 0.7600001, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Irrigation_and_aspiration',), ('CA_Phacoemulsificiation',), ('CA_Viscous_agent_injection',), ('CA_Lens_implant_setting-up',)]
[2024-04-28 17:23:42] Task [320/10001], Train Loss: 0.6800926, Train Accuracy: 0.7900001, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-04-28 17:23:47] Task [330/10001], Train Loss: 0.4418054, Train Accuracy: 0.8600000, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Rhexis',), ('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',), ('CA_Lens_implant_setting-up',)]
[2024-04-28 17:23:54] Task [340/10001], Train Loss: 0.5027493, Train Accuracy: 0.8600000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',), ('CA_Phacoemulsificiation',), ('CA_Rhexis',), ('CA_Incision',)]
[2024-04-28 17:23:59] Task [350/10001], Train Loss: 0.4059235, Train Accuracy: 0.8000000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',)]
[2024-04-28 17:24:08] Task [360/10001], Train Loss: 0.6703451, Train Accuracy: 0.7300000, Used Classes: [('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',)]
[2024-04-28 17:24:14] Task [370/10001], Train Loss: 0.5590793, Train Accuracy: 0.8099999, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-04-28 17:24:19] Task [380/10001], Train Loss: 0.5818077, Train Accuracy: 0.8200000, Used Classes: [('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-04-28 17:24:25] Task [390/10001], Train Loss: 0.9634358, Train Accuracy: 0.6899999, Used Classes: [('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Retraction',), ('HCH_Clipping_Cutting',), ('HCH_Galbladder_Dissection',), ('HCH_Preparation',)]
[2024-04-28 17:24:32] Task [400/10001], Train Loss: 0.8356565, Train Accuracy: 0.6899999, Used Classes: [('LH_Specimen_Removal',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',)]
[2024-04-28 17:24:37] Task [410/10001], Train Loss: 0.8391700, Train Accuracy: 0.7600001, Used Classes: [('M2_Gallbladder_Dissection',), ('M2_Calot_Triangle_Dissection',), ('M2_Preparation',), ('M2_Trocar_Placement',), ('M2_Cleaning_Coagulation',)]
[2024-04-28 17:24:43] Task [420/10001], Train Loss: 0.4346838, Train Accuracy: 0.8200000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Lens_implant_setting-up',), ('CA_Rhexis',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',)]
[2024-04-28 17:24:52] Task [430/10001], Train Loss: 0.5838133, Train Accuracy: 0.7300001, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Transecting_the_Vagina',)]
[2024-04-28 17:24:57] Task [440/10001], Train Loss: 0.6407080, Train Accuracy: 0.7499999, Used Classes: [('M2_Clipping_Cutting',), ('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Retraction',), ('M2_Cleaning_Coagulation',), ('M2_Gallbladder_Packaging',)]
[2024-04-28 17:25:06] Task [450/10001], Train Loss: 0.3835084, Train Accuracy: 0.8500000, Used Classes: [('LH_Suturing',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',)]
[2024-04-28 17:25:12] Task [460/10001], Train Loss: 0.4959658, Train Accuracy: 0.7800000, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',)]
[2024-04-28 17:25:17] Task [470/10001], Train Loss: 0.5588954, Train Accuracy: 0.8000000, Used Classes: [('HCH_Galbladder_Dissection',), ('HCH_Preparation',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Cleaning_Coagulation',), ('HCH_Clipping_Cutting',)]
[2024-04-28 17:25:23] Task [480/10001], Train Loss: 0.4716282, Train Accuracy: 0.8700000, Used Classes: [('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-04-28 17:25:31] Task [490/10001], Train Loss: 0.5241019, Train Accuracy: 0.7500001, Used Classes: [('CA_Capsule_Polishing',), ('CA_Lens_implant_setting-up',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',)]
[2024-04-28 17:25:38] Task [500/10001], Train Loss: 0.3728909, Train Accuracy: 0.8300000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Specimen_Removal',)]
[2024-04-28 17:25:43] Task [510/10001], Train Loss: 0.4761906, Train Accuracy: 0.8400000, Used Classes: [('HCH_Preparation',), ('HCH_Galbladder_Dissection',), ('HCH_Cleaning_Coagulation',), ('HCH_Clipping_Cutting',), ('HCH_Calot_Triangle_Dissection',)]
[2024-04-28 17:25:48] Task [520/10001], Train Loss: 0.5292269, Train Accuracy: 0.7600000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-04-28 17:25:55] Task [530/10001], Train Loss: 0.7543736, Train Accuracy: 0.7900001, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Prostatic_pedicle_control',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-04-28 17:26:00] Task [540/10001], Train Loss: 0.8110876, Train Accuracy: 0.7600001, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Retraction',), ('HCH_Clipping_Cutting',), ('HCH_Calot_Triangle_Dissection',)]
[2024-04-28 17:26:06] Task [550/10001], Train Loss: 0.7322519, Train Accuracy: 0.7400000, Used Classes: [('CA_Hydrodissection',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_injection',), ('CA_Capsule_Polishing',), ('CA_Irrigation_and_aspiration',)]
[2024-04-28 17:26:13] Task [560/10001], Train Loss: 0.7453398, Train Accuracy: 0.8300000, Used Classes: [('M2_Gallbladder_Dissection',), ('M2_Gallbladder_Packaging',), ('M2_Clipping_Cutting',), ('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Retraction',)]
[2024-04-28 17:26:18] Task [570/10001], Train Loss: 0.2721359, Train Accuracy: 0.8800001, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Lens_implant_setting-up',), ('CA_Phacoemulsificiation',)]
[2024-04-28 17:26:24] Task [580/10001], Train Loss: 0.3976336, Train Accuracy: 0.8100001, Used Classes: [('HCH_Clipping_Cutting',), ('HCH_Galbladder_Dissection',), ('HCH_Cleaning_Coagulation',), ('HCH_Galbladder_Retraction',), ('HCH_Preparation',)]
[2024-04-28 17:26:29] Task [590/10001], Train Loss: 0.4111865, Train Accuracy: 0.8500000, Used Classes: [('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_transverse_colon',)]
[2024-04-28 17:26:36] Task [600/10001], Train Loss: 0.2251819, Train Accuracy: 0.9000000, Used Classes: [('M2_Calot_Triangle_Dissection',), ('M2_Trocar_Placement',), ('M2_Cleaning_Coagulation',), ('M2_Clipping_Cutting',), ('M2_Gallbladder_Retraction',)]
[2024-04-28 17:26:41] Task [610/10001], Train Loss: 0.5116409, Train Accuracy: 0.7600001, Used Classes: [('HCH_Galbladder_Packaging',), ('HCH_Preparation',), ('HCH_Galbladder_Retraction',), ('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Dissection',)]
[2024-04-28 17:26:49] Task [620/10001], Train Loss: 0.4313715, Train Accuracy: 0.8300001, Used Classes: [('M2_Trocar_Placement',), ('M2_Preparation',), ('M2_Gallbladder_Retraction',), ('M2_Clipping_Cutting',), ('M2_Gallbladder_Dissection',)]
[2024-04-28 17:26:56] Task [630/10001], Train Loss: 0.4035207, Train Accuracy: 0.8900000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Bladder_neck_reconstruction',)]
[2024-04-28 17:27:02] Task [640/10001], Train Loss: 0.4660507, Train Accuracy: 0.8000000, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_ascending_colon',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',)]
[2024-04-28 17:27:09] Task [650/10001], Train Loss: 0.4044768, Train Accuracy: 0.8200001, Used Classes: [('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-04-28 17:27:15] Task [660/10001], Train Loss: 0.4776699, Train Accuracy: 0.8300000, Used Classes: [('M2_Gallbladder_Retraction',), ('M2_Gallbladder_Dissection',), ('M2_Gallbladder_Packaging',), ('M2_Cleaning_Coagulation',), ('M2_Trocar_Placement',)]
[2024-04-28 17:27:20] Task [670/10001], Train Loss: 0.3292840, Train Accuracy: 0.8300000, Used Classes: [('HCH_Calot_Triangle_Dissection',), ('HCH_Galbladder_Retraction',), ('HCH_Preparation',), ('HCH_Galbladder_Packaging',), ('HCH_Clipping_Cutting',)]
[2024-04-28 17:27:26] Task [680/10001], Train Loss: 0.4069403, Train Accuracy: 0.8400000, Used Classes: [('GR_Idle',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-04-28 17:27:33] Task [690/10001], Train Loss: 0.5493862, Train Accuracy: 0.7900000, Used Classes: [('M2_Gallbladder_Packaging',), ('M2_Preparation',), ('M2_Gallbladder_Dissection',), ('M2_Trocar_Placement',), ('M2_Clipping_Cutting',)]
[2024-04-28 17:27:38] Task [700/10001], Train Loss: 0.4226810, Train Accuracy: 0.7800000, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-04-28 17:27:44] Task [710/10001], Train Loss: 0.4855908, Train Accuracy: 0.8700001, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Rhexis',), ('CA_Lens_implant_setting-up',), ('CA_Capsule_Polishing',)]
[2024-04-28 17:27:49] Task [720/10001], Train Loss: 0.3983267, Train Accuracy: 0.8300000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Seminal_vesicle_dissection',), ('GR_Prostatic_pedicle_control',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Idle',)]
[2024-04-28 17:27:59] Task [730/10001], Train Loss: 0.4088116, Train Accuracy: 0.7700000, Used Classes: [('M2_Gallbladder_Retraction',), ('M2_Trocar_Placement',), ('M2_Preparation',), ('M2_Calot_Triangle_Dissection',), ('M2_Cleaning_Coagulation',)]
[2024-04-28 17:28:05] Task [740/10001], Train Loss: 0.8635595, Train Accuracy: 0.7300001, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_transverse_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-04-28 17:28:10] Task [750/10001], Train Loss: 0.6145196, Train Accuracy: 0.7200000, Used Classes: [('GR_Idle',), ('GR_Bladder_neck_reconstruction',), ('GR_Seminal_vesicle_dissection',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-04-28 17:28:16] Task [760/10001], Train Loss: 0.7906596, Train Accuracy: 0.7300000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-04-28 17:28:22] Task [770/10001], Train Loss: 0.7528417, Train Accuracy: 0.7399999, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',), ('CA_Hydrodissection',)]
[2024-04-28 17:28:30] Task [780/10001], Train Loss: 0.6460816, Train Accuracy: 0.8100001, Used Classes: [('HCH_Galbladder_Retraction',), ('HCH_Galbladder_Dissection',), ('HCH_Galbladder_Packaging',), ('HCH_Preparation',), ('HCH_Clipping_Cutting',)]
[2024-04-28 17:28:35] Task [790/10001], Train Loss: 0.3295844, Train Accuracy: 0.8800001, Used Classes: [('GR_Idle',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_reconstruction',)]
[2024-04-28 17:28:41] Task [800/10001], Train Loss: 0.4168817, Train Accuracy: 0.8600000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_transverse_colon',)]
[2024-04-28 17:28:47] Task [810/10001], Train Loss: 0.3055868, Train Accuracy: 0.8400000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_injection',), ('CA_Incision',), ('CA_Rhexis',)]
[2024-04-28 17:28:53] Task [820/10001], Train Loss: 0.5271255, Train Accuracy: 0.7800000, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-04-28 17:28:58] Task [830/10001], Train Loss: 0.4169989, Train Accuracy: 0.7700000, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Idle',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-04-28 17:29:05] Task [840/10001], Train Loss: 0.5165243, Train Accuracy: 0.8000000, Used Classes: [('M2_Calot_Triangle_Dissection',), ('M2_Gallbladder_Packaging',), ('M2_Clipping_Cutting',), ('M2_Trocar_Placement',), ('M2_Gallbladder_Retraction',)]
[2024-04-28 17:29:12] Task [850/10001], Train Loss: 0.1633846, Train Accuracy: 0.9100000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Incision',), ('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Rhexis',)]
