[2024-05-13 07:56:42] Options: Namespace(dataset='sp', learning_rate=0.0001, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[100, 1000, 5000, 10000, 20000], num_test_tasks=10000, print_freq=8, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2, 3], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-13 07:56:42] Checkpoint Directory: checkpoint

[2024-05-13 07:56:57] Task [8/20010], Train Loss: 6.1759667, Train Accuracy: 0.6285715, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Specimen_Removal',)]
[2024-05-13 08:58:41] Task [416/20010], Train Loss: 1.2024500, Train Accuracy: 0.8125001, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Bladder_neck_reconstruction',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-13 08:58:53] Task [424/20010], Train Loss: 1.7592151, Train Accuracy: 0.7625000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Creation_of_stoma',), ('HC_Exception',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-13 08:59:05] Task [432/20010], Train Loss: 3.2781994, Train Accuracy: 0.5750000, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_transverse_colon',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_splenic_flexure',)]
[2024-05-13 08:59:17] Task [440/20010], Train Loss: 2.3309858, Train Accuracy: 0.6625000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_splenic_flexure',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-13 08:59:29] Task [448/20010], Train Loss: 1.9191895, Train Accuracy: 0.7000000, Used Classes: [('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Finalization_of_operation',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-13 08:59:41] Task [456/20010], Train Loss: 3.2075000, Train Accuracy: 0.6750000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',), ('LH_Washing',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 08:59:54] Task [464/20010], Train Loss: 1.1603059, Train Accuracy: 0.7125000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Prostatic_pedicle_control',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Seminal_vesicle_dissection',)]
[2024-05-13 09:00:06] Task [472/20010], Train Loss: 2.1629410, Train Accuracy: 0.7125000, Used Classes: [('CA_Rhexis',), ('CA_Viscous_agent_removal',), ('CA_Incision',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',)]
[2024-05-13 09:00:18] Task [480/20010], Train Loss: 0.9353898, Train Accuracy: 0.8625000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Viscous_agent_removal',), ('CA_Tonifying_and_antibiotics',), ('CA_Phacoemulsificiation',)]
[2024-05-13 09:00:30] Task [488/20010], Train Loss: 1.2708298, Train Accuracy: 0.7125000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-13 09:00:42] Task [496/20010], Train Loss: 1.9229922, Train Accuracy: 0.7125000, Used Classes: [('HC_Creation_of_stoma',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-13 09:00:54] Task [504/20010], Train Loss: 1.7604071, Train Accuracy: 0.7000000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 09:01:06] Task [512/20010], Train Loss: 1.1076565, Train Accuracy: 0.7750000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',)]
[2024-05-13 09:01:18] Task [520/20010], Train Loss: 1.8355553, Train Accuracy: 0.7625000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_injection',), ('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-13 09:01:30] Task [528/20010], Train Loss: 1.5703335, Train Accuracy: 0.7250000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',)]
[2024-05-13 09:01:42] Task [536/20010], Train Loss: 2.4662616, Train Accuracy: 0.7750000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-13 09:01:55] Task [544/20010], Train Loss: 2.3138647, Train Accuracy: 0.6500000, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Creation_of_stoma',), ('HC_Dissection_and_resection_of_the_rectum',)]
[2024-05-13 09:02:07] Task [552/20010], Train Loss: 1.2831404, Train Accuracy: 0.8250000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Prostatic_pedicle_control',), ('GR_Seminal_vesicle_dissection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-13 09:02:19] Task [560/20010], Train Loss: 1.6109353, Train Accuracy: 0.7625000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-13 09:02:31] Task [568/20010], Train Loss: 1.4281853, Train Accuracy: 0.7375000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-13 09:02:43] Task [576/20010], Train Loss: 1.7125800, Train Accuracy: 0.7250000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Exception',), ('HC_Finalization_of_operation',)]
[2024-05-13 09:02:55] Task [584/20010], Train Loss: 0.8710080, Train Accuracy: 0.8500000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-13 09:03:07] Task [592/20010], Train Loss: 1.9689188, Train Accuracy: 0.7000000, Used Classes: [('LH_Washing',), ('LH_Preparation',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-13 09:03:19] Task [600/20010], Train Loss: 1.4084736, Train Accuracy: 0.7625000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Seminal_vesicle_dissection',), ('GR_Prostatic_pedicle_control',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 09:03:32] Task [608/20010], Train Loss: 1.4548590, Train Accuracy: 0.7625000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_removal',), ('CA_Incision',), ('CA_Capsule_Polishing',), ('CA_Rhexis',)]
[2024-05-13 09:03:44] Task [616/20010], Train Loss: 1.4669485, Train Accuracy: 0.7375000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Suturing',)]
[2024-05-13 09:03:56] Task [624/20010], Train Loss: 1.2389535, Train Accuracy: 0.7625000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',)]
[2024-05-13 09:04:08] Task [632/20010], Train Loss: 1.2269769, Train Accuracy: 0.7625000, Used Classes: [('HC_Finalization_of_operation',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Exception',)]
[2024-05-13 09:04:20] Task [640/20010], Train Loss: 0.8856452, Train Accuracy: 0.8375000, Used Classes: [('LH_Preparation',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',)]
