[2024-05-13 21:09:25] Options: Namespace(dataset='sp', learning_rate=0.0001, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=1, query_per_class_test=1, test_iters=[100, 1000, 5000, 10000, 20000], num_test_tasks=10000, print_freq=8, seq_len=17, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-13 21:09:25] Checkpoint Directory: checkpoint

[2024-05-13 21:09:54] Task [8/20010], Train Loss: 1.6751066, Train Accuracy: 0.6285715, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',)]
[2024-05-13 22:00:28] Task [136/20010], Train Loss: 1.1107123, Train Accuracy: 0.8000000, Used Classes: [('HC_Creation_of_stoma',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-13 22:00:36] Task [144/20010], Train Loss: 1.8009733, Train Accuracy: 0.6500000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_injection',), ('CA_Hydrodissection',), ('CA_Phacoemulsificiation',)]
[2024-05-13 22:00:42] Task [152/20010], Train Loss: 0.5292699, Train Accuracy: 0.8750000, Used Classes: [('LH_Suturing',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 22:00:50] Task [160/20010], Train Loss: 2.0800409, Train Accuracy: 0.7000000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Incision',), ('CA_Hydrodissection',), ('CA_Viscous_agent_injection',)]
[2024-05-13 22:00:58] Task [168/20010], Train Loss: 1.1279449, Train Accuracy: 0.6000000, Used Classes: [('LH_Preparation',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Specimen_Removal',)]
[2024-05-13 22:01:07] Task [176/20010], Train Loss: 1.5336186, Train Accuracy: 0.7000000, Used Classes: [('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Preparation',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-13 22:01:13] Task [184/20010], Train Loss: 0.8397274, Train Accuracy: 0.7500001, Used Classes: [('LH_Suturing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-13 22:01:18] Task [192/20010], Train Loss: 1.3652127, Train Accuracy: 0.5500001, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-13 22:01:27] Task [200/20010], Train Loss: 2.1743863, Train Accuracy: 0.5500000, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Seminal_vesicle_dissection',)]
[2024-05-13 22:01:32] Task [208/20010], Train Loss: 1.1558425, Train Accuracy: 0.7250000, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Exception',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-13 22:01:41] Task [216/20010], Train Loss: 0.8579662, Train Accuracy: 0.7750000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Seminal_vesicle_dissection',)]
[2024-05-13 22:01:46] Task [224/20010], Train Loss: 2.0413311, Train Accuracy: 0.6750001, Used Classes: [('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_transverse_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_ascending_colon',)]
[2024-05-13 22:01:51] Task [232/20010], Train Loss: 1.7274539, Train Accuracy: 0.6250000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Bladder_neck_reconstruction',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-13 22:01:56] Task [240/20010], Train Loss: 0.8031476, Train Accuracy: 0.7250001, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Rhexis',), ('CA_Viscous_agent_injection',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',)]
[2024-05-13 22:02:05] Task [248/20010], Train Loss: 0.3509437, Train Accuracy: 0.8250000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',)]
[2024-05-13 22:02:11] Task [256/20010], Train Loss: 0.9075755, Train Accuracy: 0.6750000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Incision',), ('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-13 22:02:18] Task [264/20010], Train Loss: 1.6985538, Train Accuracy: 0.5750000, Used Classes: [('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 22:02:23] Task [272/20010], Train Loss: 1.8459959, Train Accuracy: 0.7000000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',)]
[2024-05-13 22:02:29] Task [280/20010], Train Loss: 1.3674111, Train Accuracy: 0.7250000, Used Classes: [('HC_Exception',), ('HC_Finalization_of_operation',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-13 22:02:34] Task [288/20010], Train Loss: 0.7454188, Train Accuracy: 0.6750000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Viscous_agent_removal',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_injection',), ('CA_Hydrodissection',)]
[2024-05-13 22:02:43] Task [296/20010], Train Loss: 2.8477633, Train Accuracy: 0.6250000, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Prostatic_pedicle_control',)]
[2024-05-13 22:02:50] Task [304/20010], Train Loss: 0.7913725, Train Accuracy: 0.7750000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-13 22:02:56] Task [312/20010], Train Loss: 0.7655696, Train Accuracy: 0.7499999, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',), ('HC_Mobilization_of_ascending_colon',)]
[2024-05-13 22:03:02] Task [320/20010], Train Loss: 0.8932846, Train Accuracy: 0.6750000, Used Classes: [('LH_Preparation',), ('LH_Suturing',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 22:03:08] Task [328/20010], Train Loss: 1.6515733, Train Accuracy: 0.6000000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',)]
[2024-05-13 22:03:14] Task [336/20010], Train Loss: 1.0955800, Train Accuracy: 0.7750000, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 22:03:24] Task [344/20010], Train Loss: 0.4221742, Train Accuracy: 0.8000000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Finalization_of_operation',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-13 22:03:31] Task [352/20010], Train Loss: 0.7308393, Train Accuracy: 0.7250000, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Prostatic_pedicle_control',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-13 22:03:37] Task [360/20010], Train Loss: 0.5183856, Train Accuracy: 0.8250000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Seminal_vesicle_dissection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Idle',)]
[2024-05-13 22:03:44] Task [368/20010], Train Loss: 1.4898734, Train Accuracy: 0.6000000, Used Classes: [('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Exception',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_General_preparation_and_orientation_in_the_abdomen',)]
[2024-05-13 22:03:50] Task [376/20010], Train Loss: 0.5390129, Train Accuracy: 0.8250000, Used Classes: [('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Seminal_vesicle_dissection',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-13 22:03:55] Task [384/20010], Train Loss: 1.5193056, Train Accuracy: 0.6500000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Seminal_vesicle_dissection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Prostatic_pedicle_control',)]
[2024-05-13 22:04:01] Task [392/20010], Train Loss: 1.4053063, Train Accuracy: 0.6750001, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_reconstruction',), ('GR_Seminal_vesicle_dissection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-13 22:04:06] Task [400/20010], Train Loss: 1.1134567, Train Accuracy: 0.6250000, Used Classes: [('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 22:04:11] Task [408/20010], Train Loss: 0.6067998, Train Accuracy: 0.7250000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Intra-abdominal_preparation_of_anastomosis',)]
[2024-05-13 22:04:18] Task [416/20010], Train Loss: 0.6112295, Train Accuracy: 0.7750000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Prostatic_pedicle_control',), ('GR_Bladder_neck_reconstruction',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-05-13 22:04:25] Task [424/20010], Train Loss: 0.5452251, Train Accuracy: 0.7500000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-05-13 22:04:30] Task [432/20010], Train Loss: 0.5779876, Train Accuracy: 0.7250001, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_ascending_colon',), ('HC_Exception',)]
[2024-05-13 22:04:37] Task [440/20010], Train Loss: 0.4959877, Train Accuracy: 0.8750000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',)]
[2024-05-13 22:04:42] Task [448/20010], Train Loss: 1.9081845, Train Accuracy: 0.7250000, Used Classes: [('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Finalization_of_operation',)]
[2024-05-13 22:04:50] Task [456/20010], Train Loss: 1.0738059, Train Accuracy: 0.6500000, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Prostatic_pedicle_control',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Idle',)]
[2024-05-13 22:04:57] Task [464/20010], Train Loss: 1.3161565, Train Accuracy: 0.6000000, Used Classes: [('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_transverse_colon',), ('HC_Creation_of_stoma',)]
[2024-05-13 22:05:02] Task [472/20010], Train Loss: 1.3837416, Train Accuracy: 0.7000000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_removal',)]
[2024-05-13 22:05:09] Task [480/20010], Train Loss: 1.0101818, Train Accuracy: 0.6750000, Used Classes: [('CA_Incision',), ('CA_Viscous_agent_removal',), ('CA_Phacoemulsificiation',), ('CA_Hydrodissection',), ('CA_Irrigation_and_aspiration',)]
[2024-05-13 22:05:13] Task [488/20010], Train Loss: 1.3949661, Train Accuracy: 0.6750000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-13 22:05:18] Task [496/20010], Train Loss: 0.6464491, Train Accuracy: 0.7500000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Hydrodissection',), ('CA_Irrigation_and_aspiration',), ('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-13 22:05:26] Task [504/20010], Train Loss: 0.4175994, Train Accuracy: 0.8500000, Used Classes: [('GR_Idle',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Prostatic_pedicle_control',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-13 22:05:30] Task [512/20010], Train Loss: 1.3782926, Train Accuracy: 0.8000000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Washing',)]
[2024-05-13 22:05:35] Task [520/20010], Train Loss: 1.5601851, Train Accuracy: 0.6000000, Used Classes: [('HC_Exception',), ('HC_Mobilization_of_transverse_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-13 22:05:43] Task [528/20010], Train Loss: 0.9957256, Train Accuracy: 0.7250000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Seminal_vesicle_dissection',), ('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 22:05:47] Task [536/20010], Train Loss: 1.3569633, Train Accuracy: 0.7250000, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Suturing',)]
[2024-05-13 22:05:55] Task [544/20010], Train Loss: 1.2258618, Train Accuracy: 0.6500000, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-13 22:06:00] Task [552/20010], Train Loss: 0.7547333, Train Accuracy: 0.7000000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Washing',), ('LH_Specimen_Removal',)]
[2024-05-13 22:06:05] Task [560/20010], Train Loss: 1.5549539, Train Accuracy: 0.6750000, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Irrigation_and_aspiration',), ('CA_Incision',), ('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',)]
[2024-05-13 22:06:09] Task [568/20010], Train Loss: 0.9601632, Train Accuracy: 0.7250000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Developing_the_Space_of_Retzius',)]
[2024-05-13 22:06:15] Task [576/20010], Train Loss: 0.6951668, Train Accuracy: 0.8250000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-13 22:06:22] Task [584/20010], Train Loss: 0.6476772, Train Accuracy: 0.8000001, Used Classes: [('CA_Rhexis',), ('CA_Incision',), ('CA_Irrigation_and_aspiration',), ('CA_Tonifying_and_antibiotics',), ('CA_Viscous_agent_injection',)]
[2024-05-13 22:06:27] Task [592/20010], Train Loss: 1.2057713, Train Accuracy: 0.6500000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Idle',)]
[2024-05-13 22:06:34] Task [600/20010], Train Loss: 0.5265976, Train Accuracy: 0.8750000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Creation_of_stoma',), ('HC_Mobilization_of_splenic_flexure',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_and_resection_of_the_rectum',)]
[2024-05-13 22:06:39] Task [608/20010], Train Loss: 0.9800353, Train Accuracy: 0.8000001, Used Classes: [('CA_Phacoemulsificiation',), ('CA_Capsule_Polishing',), ('CA_Hydrodissection',), ('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_injection',)]
[2024-05-13 22:06:46] Task [616/20010], Train Loss: 0.8794930, Train Accuracy: 0.6000001, Used Classes: [('LH_Suturing',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 22:06:53] Task [624/20010], Train Loss: 1.1882814, Train Accuracy: 0.8000001, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Viscous_agent_removal',), ('CA_Hydrodissection',), ('CA_Incision',), ('CA_Lens_implant_setting-up',)]
[2024-05-13 22:07:00] Task [632/20010], Train Loss: 0.7072843, Train Accuracy: 0.7750000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Incision',), ('CA_Lens_implant_setting-up',), ('CA_Hydrodissection',), ('CA_Viscous_agent_removal',)]
[2024-05-13 22:07:09] Task [640/20010], Train Loss: 0.5564082, Train Accuracy: 0.8000000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Bladder_neck_reconstruction',), ('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 22:07:15] Task [648/20010], Train Loss: 1.1745480, Train Accuracy: 0.6500000, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',)]
